time_s,altitude_m,airspeed_ms,alpha_deg,pitch_deg,roll_deg,throttle,lift_N,drag_N,pos_x,pos_y,pos_z,q_bar_Pa
0.00,300.00,41.697,6.995,-6.992,0.005,0.6236,1877.66,323.06,0.0,0.4,300.0,1034.57
0.10,300.00,41.688,6.517,-6.458,0.053,0.7166,1751.55,289.62,0.0,4.6,300.0,1034.14
0.20,299.99,41.707,5.935,-5.722,0.321,0.7265,1602.37,252.84,0.0,8.8,300.0,1035.08
0.30,299.96,41.746,5.562,-5.106,0.803,0.7251,1509.66,231.53,0.0,12.9,300.0,1037.00
0.40,299.92,41.796,5.467,-4.722,1.383,0.7222,1488.96,226.76,0.0,17.1,299.9,1039.50
0.50,299.86,41.850,5.643,-4.613,1.980,0.7194,1538.02,237.31,0.0,21.3,299.9,1042.21
0.60,299.77,41.901,6.043,-4.777,2.553,0.7173,1645.39,261.85,0.0,25.5,299.8,1044.73
0.70,299.67,41.940,6.590,-5.171,3.079,0.7160,1792.15,298.12,0.0,29.7,299.7,1046.71
0.80,299.56,41.962,7.194,-5.727,3.550,0.7159,1954.67,341.96,0.0,33.9,299.6,1047.79
0.90,299.46,41.961,7.761,-6.354,3.965,0.7169,2107.54,386.83,0.1,38.1,299.5,1047.78
1.00,299.36,41.938,8.213,-6.961,4.329,0.7189,2228.23,424.94,0.1,42.2,299.4,1046.64
1.10,299.27,41.896,8.496,-7.468,4.644,0.7215,2301.13,449.44,0.1,46.4,299.3,1044.54
1.20,299.20,41.841,8.584,-7.815,4.916,0.7243,2319.28,456.36,0.2,50.6,299.2,1041.82
1.30,299.16,41.782,8.484,-7.972,5.150,0.7267,2285.40,445.92,0.2,54.8,299.2,1038.89
1.40,299.13,41.727,8.228,-7.938,5.351,0.7285,2210.04,422.01,0.3,59.0,299.1,1036.16
1.50,299.11,41.683,7.870,-7.743,5.522,0.7295,2108.89,390.67,0.3,63.1,299.1,1033.94
1.60,299.10,41.652,7.471,-7.432,5.667,0.7297,1999.29,358.05,0.4,67.3,299.1,1032.40
1.70,299.10,41.635,7.090,-7.065,5.790,0.7294,1896.97,328.97,0.5,71.5,299.1,1031.58
1.80,299.10,41.632,6.778,-6.700,5.892,0.7286,1814.96,306.65,0.6,75.6,299.1,1031.42
1.90,299.09,41.639,6.572,-6.390,5.977,0.7276,1762.03,292.69,0.7,79.8,299.1,1031.79
2.00,299.07,41.653,6.492,-6.176,6.046,0.7266,1742.43,287.53,0.8,84.0,299.1,1032.50
2.10,299.04,41.671,6.536,-6.080,6.101,0.7258,1755.35,290.71,1.0,88.1,299.0,1033.36
2.20,299.01,41.687,6.687,-6.106,6.144,0.7252,1796.00,301.16,1.1,92.3,299.0,1034.18
2.30,298.97,41.699,6.914,-6.242,6.176,0.7251,1856.67,317.28,1.3,96.5,299.0,1034.78
2.40,298.92,41.703,7.178,-6.459,6.200,0.7255,1926.76,336.65,1.4,100.6,298.9,1034.99
2.50,298.87,41.698,7.439,-6.722,6.216,0.7264,1995.32,356.37,1.6,104.8,298.9,1034.75
2.60,298.83,41.684,7.659,-6.991,6.227,0.7277,2052.65,373.52,1.8,109.0,298.8,1034.02
2.70,298.79,41.660,7.812,-7.229,6.232,0.7294,2091.04,385.45,2.0,113.1,298.8,1032.87
2.80,298.76,41.631,7.881,-7.407,6.234,0.7312,2106.63,390.61,2.2,117.3,298.8,1031.42
2.90,298.73,41.599,7.865,-7.508,6.233,0.7329,2099.16,388.70,2.4,121.4,298.7,1029.83
3.00,298.72,41.567,7.775,-7.527,6.229,0.7344,2071.95,380.74,2.6,125.6,298.7,1028.27
3.10,298.71,41.539,7.630,-7.470,6.224,0.7356,2030.56,368.57,2.8,129.7,298.7,1026.87
3.20,298.70,41.516,7.455,-7.356,6.218,0.7365,1982.20,354.51,3.1,133.9,298.7,1025.74
3.30,298.70,41.500,7.278,-7.209,6.211,0.7371,1934.20,340.80,3.3,138.0,298.7,1024.93
3.40,298.70,41.490,7.124,-7.052,6.205,0.7375,1892.79,329.19,3.6,142.2,298.7,1024.43
3.50,298.70,41.485,7.011,-6.913,6.199,0.7378,1863.04,320.97,3.9,146.3,298.7,1024.22
3.60,298.69,41.485,6.952,-6.810,6.193,0.7380,1847.61,316.74,4.2,150.4,298.7,1024.21
3.70,298.68,41.487,6.950,-6.757,6.188,0.7382,1847.14,316.59,4.5,154.6,298.7,1024.32
3.80,298.67,41.490,6.999,-6.757,6.183,0.7386,1860.19,320.14,4.8,158.7,298.7,1024.45
3.90,298.65,41.491,7.088,-6.809,6.178,0.7392,1883.71,326.64,5.1,162.9,298.7,1024.52
4.00,298.63,41.490,7.202,-6.902,6.172,0.7400,1913.38,334.98,5.5,167.0,298.6,1024.45
4.10,298.61,41.485,7.323,-7.022,6.167,0.7410,1944.46,343.90,5.8,171.1,298.6,1024.20
4.20,298.59,41.475,7.433,-7.150,6.161,0.7422,1972.47,352.11,6.1,175.3,298.6,1023.74
4.30,298.57,41.462,7.517,-7.270,6.155,0.7436,1993.53,358.43,6.5,179.4,298.6,1023.08
4.40,298.55,41.446,7.569,-7.367,6.149,0.7451,2005.59,362.18,6.9,183.5,298.6,1022.28
4.50,298.54,41.428,7.583,-7.432,6.142,0.7466,2007.41,362.93,7.3,187.6,298.5,1021.39
4.60,298.53,41.409,7.561,-7.458,6.134,0.7481,1999.86,360.89,7.7,191.8,298.5,1020.48
4.70,298.53,41.392,7.511,-7.449,6.126,0.7494,1984.97,356.68,8.1,195.9,298.5,1019.61
4.80,298.52,41.376,7.442,-7.408,6.117,0.7507,1965.38,351.11,8.5,200.0,298.5,1018.84
4.90,298.52,41.363,7.365,-7.345,6.107,0.7518,1944.23,345.10,8.9,204.1,298.5,1018.20
5.00,298.52,41.353,7.294,-7.272,6.096,0.7528,1924.65,339.57,9.3,208.2,298.5,1017.71
5.10,298.52,41.346,7.237,-7.200,6.085,0.7538,1909.05,335.19,9.8,212.3,298.5,1017.36
5.20,298.52,41.341,7.200,-7.139,6.072,0.7547,1899.06,332.41,10.2,216.5,298.5,1017.12
5.30,298.51,41.338,7.188,-7.097,6.058,0.7556,1895.56,331.45,10.7,220.6,298.5,1016.95
5.40,298.51,41.335,7.199,-7.078,6.044,0.7565,1898.36,332.27,11.2,224.7,298.5,1016.83
5.50,298.50,41.333,7.231,-7.083,6.028,0.7573,1906.37,334.56,11.6,228.8,298.5,1016.70
5.60,298.49,41.329,7.277,-7.109,6.012,0.7576,1918.04,337.92,12.1,232.9,298.5,1016.53
5.70,298.49,41.324,7.330,-7.151,5.994,0.7579,1931.33,341.78,12.6,237.0,298.5,1016.29
5.80,298.48,41.317,7.382,-7.203,5.977,0.7583,1944.16,345.56,13.2,241.1,298.5,1015.95
5.90,298.47,41.309,7.425,-7.256,5.959,0.7588,1954.79,348.74,13.7,245.2,298.5,1015.53
6.00,298.46,41.298,7.456,-7.303,5.941,0.7593,1961.82,350.90,14.2,249.3,298.5,1015.03
6.10,298.46,41.287,7.471,-7.340,5.923,0.7599,1964.58,351.83,14.8,253.4,298.5,1014.48
6.20,298.45,41.275,7.469,-7.361,5.905,0.7604,1962.94,351.48,15.3,257.5,298.5,1013.90
6.30,298.45,41.264,7.452,-7.368,5.887,0.7609,1957.57,350.03,15.9,261.5,298.4,1013.33
6.40,298.45,41.253,7.425,-7.360,5.870,0.7612,1949.40,347.76,16.5,265.6,298.4,1012.79
6.50,298.45,41.243,7.392,-7.341,5.854,0.7616,1939.87,345.10,17.0,269.7,298.4,1012.30
6.60,298.45,41.234,7.358,-7.316,5.838,0.7618,1930.28,342.41,17.6,273.8,298.4,1011.88
6.70,298.45,41.227,7.328,-7.289,5.823,0.7620,1921.81,340.05,18.2,277.9,298.4,1011.52
6.80,298.45,41.221,7.307,-7.265,5.810,0.7622,1915.79,338.38,18.9,281.9,298.4,1011.21
6.90,298.45,41.215,7.296,-7.249,5.797,0.7623,1912.52,337.50,19.5,286.0,298.4,1010.95
7.00,298.44,41.211,7.297,-7.241,5.784,0.7625,1912.16,337.44,20.1,290.1,298.4,1010.72
7.10,298.44,41.206,7.308,-7.245,5.773,0.7626,1914.55,338.18,20.8,294.2,298.4,1010.49
7.20,298.44,41.201,7.327,-7.258,5.762,0.7628,1919.04,339.52,21.4,298.2,298.4,1010.25
7.30,298.43,41.196,7.351,-7.280,5.751,0.7631,1924.80,341.23,22.1,302.3,298.4,1009.98
7.40,298.43,41.189,7.377,-7.307,5.741,0.7634,1931.01,343.09,22.7,306.4,298.4,1009.68
7.50,298.43,41.182,7.401,-7.335,5.731,0.7637,1936.65,344.80,23.4,310.4,298.4,1009.34
7.60,298.42,41.175,7.421,-7.362,5.721,0.7641,1940.93,346.13,24.1,314.5,298.4,1008.96
7.70,298.42,41.166,7.434,-7.383,5.711,0.7645,1943.49,346.97,24.8,318.5,298.4,1008.54
7.80,298.42,41.157,7.439,-7.398,5.701,0.7649,1944.07,347.23,25.5,322.6,298.4,1008.11
7.90,298.41,41.148,7.438,-7.406,5.690,0.7653,1942.87,346.98,26.2,326.7,298.4,1007.67
8.00,298.41,41.140,7.431,-7.406,5.680,0.7656,1940.18,346.28,27.0,330.7,298.4,1007.24
8.10,298.41,41.131,7.420,-7.399,5.668,0.7659,1936.50,345.30,27.7,334.7,298.4,1006.83
8.20,298.41,41.123,7.407,-7.388,5.657,0.7662,1932.48,344.22,28.4,338.8,298.4,1006.44
8.30,298.41,41.116,7.395,-7.374,5.645,0.7665,1928.60,343.17,29.2,342.8,298.4,1006.07
8.40,298.41,41.109,7.384,-7.358,5.632,0.7667,1925.21,342.26,30.0,346.9,298.4,1005.74
8.50,298.41,41.102,7.379,-7.346,5.620,0.7669,1923.21,341.74,30.7,350.9,298.4,1005.42
8.60,298.41,41.096,7.378,-7.338,5.607,0.7671,1922.38,341.57,31.5,354.9,298.4,1005.12
8.70,298.41,41.090,7.381,-7.333,5.595,0.7674,1922.75,341.74,32.3,359.0,298.4,1004.83
8.80,298.41,41.084,7.389,-7.334,5.582,0.7676,1924.18,342.22,33.1,363.0,298.4,1004.54
8.90,298.41,41.078,7.399,-7.339,5.570,0.7678,1926.35,342.91,33.9,367.0,298.4,1004.24
9.00,298.41,41.072,7.411,-7.348,5.558,0.7681,1928.77,343.68,34.7,371.1,298.4,1003.93
9.10,298.40,41.065,7.422,-7.358,5.546,0.7684,1930.98,344.40,35.6,375.1,298.4,1003.60
9.20,298.40,41.058,7.432,-7.369,5.534,0.7687,1932.94,345.04,36.4,379.1,298.4,1003.26
9.30,298.40,41.051,7.441,-7.381,5.522,0.7690,1934.42,345.55,37.2,383.1,298.4,1002.91
9.40,298.40,41.043,7.446,-7.390,5.511,0.7693,1935.01,345.80,38.1,387.1,298.4,1002.54
9.50,298.40,41.036,7.447,-7.397,5.500,0.7697,1934.73,345.80,39.0,391.1,298.4,1002.17
9.60,298.40,41.028,7.446,-7.401,5.490,0.7700,1933.70,345.58,39.8,395.2,298.4,1001.80
9.70,298.40,41.021,7.443,-7.403,5.480,0.7702,1932.13,345.20,40.7,399.2,298.4,1001.45
9.80,298.40,41.014,7.437,-7.402,5.471,0.7705,1930.09,344.68,41.6,403.2,298.4,1001.10
9.90,298.40,41.007,7.433,-7.401,5.463,0.7708,1928.26,344.22,42.5,407.2,298.4,1000.76
10.00,298.40,41.000,7.429,-7.400,5.454,0.7710,1926.70,343.84,43.4,411.2,298.4,1000.44
10.10,298.40,40.994,7.426,-7.398,5.447,0.7712,1925.38,343.52,44.3,415.2,298.4,1000.13
10.20,298.40,40.988,7.424,-7.397,5.440,0.7715,1924.28,343.26,45.3,419.2,298.4,999.83
10.30,298.40,40.982,7.425,-7.398,5.433,0.7717,1923.88,343.21,46.2,423.1,298.4,999.54
10.40,298.40,40.976,7.427,-7.399,5.427,0.7719,1923.92,343.28,47.1,427.1,298.4,999.26
10.50,298.40,40.970,7.432,-7.404,5.422,0.7721,1924.60,343.54,48.1,431.1,298.4,998.97
10.60,298.40,40.964,7.438,-7.410,5.416,0.7724,1925.56,343.89,49.1,435.1,298.4,998.69
10.70,298.40,40.958,7.445,-7.417,5.411,0.7726,1926.85,344.33,50.0,439.1,298.4,998.40
10.80,298.39,40.952,7.452,-7.424,5.406,0.7729,1927.98,344.72,51.0,443.1,298.4,998.10
10.90,298.39,40.946,7.458,-7.432,5.401,0.7731,1928.96,345.08,52.0,447.0,298.4,997.79
11.00,298.39,40.940,7.464,-7.438,5.396,0.7734,1929.80,345.39,53.0,451.0,298.4,997.48
11.10,298.39,40.933,7.468,-7.444,5.391,0.7737,1930.30,345.61,54.0,455.0,298.4,997.16
11.20,298.39,40.927,7.470,-7.448,5.386,0.7739,1930.24,345.66,55.0,458.9,298.4,996.85
11.30,298.39,40.920,7.472,-7.450,5.381,0.7742,1930.09,345.69,56.0,462.9,298.4,996.53
11.40,298.39,40.914,7.472,-7.450,5.375,0.7745,1929.40,345.55,57.1,466.9,298.4,996.21
11.50,298.39,40.907,7.472,-7.450,5.369,0.7747,1928.80,345.45,58.1,470.8,298.4,995.90
11.60,298.39,40.901,7.471,-7.448,5.363,0.7750,1928.07,345.30,59.2,474.8,298.4,995.59
11.70,298.39,40.895,7.469,-7.445,5.356,0.7752,1927.06,345.07,60.2,478.7,298.4,995.29
11.80,298.39,40.889,7.468,-7.442,5.349,0.7754,1926.27,344.90,61.3,482.7,298.4,995.00
11.90,298.39,40.883,7.468,-7.439,5.342,0.7756,1925.70,344.80,62.4,486.6,298.4,994.71
12.00,298.39,40.877,7.471,-7.439,5.334,0.7759,1925.91,344.92,63.4,490.6,298.4,994.43
12.10,298.39,40.871,7.475,-7.440,5.326,0.7761,1926.28,345.10,64.5,494.5,298.4,994.15
12.20,298.39,40.865,7.479,-7.442,5.318,0.7763,1926.66,345.27,65.6,498.4,298.4,993.87
12.30,298.39,40.860,7.482,-7.444,5.310,0.7766,1927.03,345.44,66.7,502.4,298.4,993.58
12.40,298.39,40.854,7.486,-7.447,5.301,0.7768,1927.37,345.60,67.9,506.3,298.4,993.29
12.50,298.39,40.848,7.489,-7.450,5.293,0.7771,1927.66,345.75,69.0,510.2,298.4,993.01
12.60,298.39,40.842,7.492,-7.454,5.284,0.7773,1927.91,345.89,70.1,514.1,298.4,992.72
12.70,298.39,40.836,7.495,-7.458,5.276,0.7775,1928.10,346.01,71.3,518.1,298.4,992.43
12.80,298.39,40.830,7.498,-7.462,5.268,0.7778,1928.23,346.12,72.4,522.0,298.4,992.14
12.90,298.39,40.824,7.499,-7.465,5.260,0.7780,1927.95,346.10,73.6,525.9,298.4,991.85
13.00,298.39,40.818,7.499,-7.467,5.252,0.7782,1927.28,345.97,74.7,529.8,298.4,991.56
13.10,298.39,40.812,7.498,-7.468,5.244,0.7785,1926.66,345.85,75.9,533.7,298.4,991.28
13.20,298.39,40.806,7.498,-7.469,5.237,0.7787,1926.09,345.74,77.1,537.6,298.4,991.00
13.30,298.39,40.801,7.498,-7.470,5.230,0.7789,1925.57,345.65,78.3,541.5,298.4,990.73
13.40,298.39,40.795,7.498,-7.471,5.223,0.7791,1925.10,345.57,79.5,545.4,298.4,990.46
13.50,298.39,40.790,7.499,-7.473,5.216,0.7793,1924.83,345.55,80.7,549.3,298.4,990.20
13.60,298.39,40.785,7.502,-7.477,5.210,0.7795,1925.13,345.69,81.9,553.2,298.4,989.94
13.70,298.39,40.779,7.506,-7.480,5.204,0.7797,1925.40,345.83,83.1,557.1,298.4,989.68
13.80,298.39,40.774,7.508,-7.484,5.198,0.7800,1925.61,345.95,84.4,561.0,298.4,989.42
13.90,298.39,40.769,7.511,-7.487,5.193,0.7802,1925.77,346.05,85.6,564.9,298.4,989.16
14.00,298.39,40.763,7.513,-7.490,5.187,0.7804,1925.88,346.15,86.9,568.7,298.4,988.90
14.10,298.39,40.758,7.516,-7.493,5.182,0.7806,1925.96,346.23,88.1,572.6,298.4,988.64
14.20,298.38,40.752,7.518,-7.496,5.176,0.7808,1926.02,346.31,89.4,576.5,298.4,988.38
14.30,298.38,40.747,7.520,-7.498,5.171,0.7810,1926.07,346.38,90.7,580.4,298.4,988.12
14.40,298.38,40.742,7.522,-7.500,5.165,0.7812,1926.12,346.45,92.0,584.2,298.4,987.86
14.50,298.38,40.736,7.524,-7.502,5.160,0.7815,1926.17,346.52,93.2,588.1,298.4,987.60
14.60,298.38,40.731,7.527,-7.503,5.154,0.7817,1926.22,346.60,94.5,592.0,298.4,987.35
14.70,298.38,40.726,7.529,-7.505,5.148,0.7819,1926.28,346.67,95.9,595.8,298.4,987.09
14.80,298.38,40.721,7.531,-7.507,5.142,0.7821,1926.35,346.75,97.2,599.7,298.4,986.83
14.90,298.38,40.715,7.533,-7.508,5.136,0.7823,1926.42,346.83,98.5,603.5,298.4,986.57
15.00,298.38,40.710,7.536,-7.510,5.129,0.7825,1926.50,346.91,99.8,607.4,298.4,986.32
15.10,298.38,40.705,7.538,-7.512,5.122,0.7827,1926.59,347.00,101.2,611.2,298.4,986.06
15.20,298.38,40.699,7.540,-7.514,5.115,0.7829,1926.67,347.08,102.5,615.1,298.4,985.80
15.30,298.38,40.694,7.540,-7.513,5.108,0.7832,1926.14,346.98,103.9,618.9,298.4,985.55
15.40,298.38,40.689,7.540,-7.512,5.101,0.7834,1925.58,346.87,105.2,622.7,298.4,985.29
15.50,298.38,40.684,7.540,-7.511,5.093,0.7836,1925.11,346.79,106.6,626.6,298.4,985.05
15.60,298.38,40.679,7.540,-7.511,5.086,0.7837,1924.73,346.73,108.0,630.4,298.4,984.80
15.70,298.38,40.674,7.541,-7.510,5.078,0.7839,1924.44,346.70,109.4,634.2,298.4,984.57
15.80,298.38,40.669,7.544,-7.513,5.071,0.7841,1924.80,346.86,110.8,638.0,298.4,984.33
15.90,298.38,40.664,7.548,-7.516,5.063,0.7843,1925.24,347.04,112.2,641.8,298.4,984.09
16.00,298.38,40.659,7.551,-7.520,5.056,0.7845,1925.60,347.20,113.6,645.7,298.4,983.85
16.10,298.38,40.654,7.554,-7.523,5.048,0.7847,1925.88,347.34,115.0,649.5,298.4,983.61
16.20,298.38,40.649,7.557,-7.527,5.041,0.7849,1926.09,347.46,116.4,653.3,298.4,983.36
16.30,298.38,40.644,7.559,-7.530,5.033,0.7851,1926.13,347.53,117.9,657.1,298.4,983.12
16.40,298.38,40.639,7.558,-7.531,5.026,0.7853,1925.54,347.41,119.3,660.9,298.4,982.88
16.50,298.38,40.634,7.558,-7.532,5.019,0.7855,1924.95,347.29,120.7,664.7,298.4,982.64
16.60,298.38,40.629,7.558,-7.532,5.013,0.7857,1924.41,347.18,122.2,668.5,298.4,982.41
16.70,298.38,40.624,7.557,-7.532,5.006,0.7859,1923.93,347.09,123.7,672.3,298.4,982.18
16.80,298.38,40.620,7.559,-7.534,5.000,0.7861,1923.78,347.10,125.1,676.0,298.4,981.95
16.90,298.38,40.615,7.561,-7.537,4.993,0.7863,1924.08,347.24,126.6,679.8,298.4,981.73
17.00,298.38,40.611,7.564,-7.540,4.987,0.7864,1924.34,347.36,128.1,683.6,298.4,981.51
17.10,298.38,40.606,7.567,-7.543,4.981,0.7866,1924.53,347.47,129.6,687.4,298.4,981.28
17.20,298.38,40.601,7.569,-7.546,4.975,0.7868,1924.68,347.57,131.1,691.1,298.4,981.06
17.30,298.38,40.597,7.571,-7.548,4.970,0.7870,1924.79,347.65,132.6,694.9,298.4,980.83
17.40,298.38,40.592,7.573,-7.551,4.964,0.7872,1924.86,347.72,134.1,698.7,298.4,980.61
17.50,298.38,40.587,7.575,-7.553,4.958,0.7874,1924.91,347.79,135.7,702.4,298.4,980.38
17.60,298.38,40.583,7.577,-7.555,4.952,0.7876,1924.94,347.85,137.2,706.2,298.4,980.16
17.70,298.38,40.578,7.579,-7.557,4.946,0.7877,1924.96,347.91,138.8,710.0,298.4,979.94
17.80,298.38,40.573,7.581,-7.559,4.941,0.7879,1924.98,347.96,140.3,713.7,298.4,979.71
17.90,298.38,40.569,7.582,-7.561,4.935,0.7881,1924.99,348.02,141.9,717.4,298.4,979.49
18.00,298.38,40.564,7.584,-7.563,4.929,0.7883,1925.00,348.07,143.4,721.2,298.4,979.27
18.10,298.38,40.560,7.585,-7.563,4.923,0.7885,1924.66,348.02,145.0,724.9,298.4,979.05
18.20,298.38,40.555,7.584,-7.561,4.916,0.7886,1924.01,347.88,146.6,728.7,298.4,978.83
18.30,298.38,40.551,7.583,-7.560,4.910,0.7888,1923.45,347.76,148.2,732.4,298.4,978.62
18.40,298.38,40.546,7.585,-7.561,4.903,0.7890,1923.56,347.84,149.8,736.1,298.4,978.41
18.50,298.38,40.542,7.588,-7.562,4.897,0.7892,1923.85,347.97,151.4,739.9,298.4,978.20
18.60,298.38,40.538,7.591,-7.564,4.890,0.7893,1924.11,348.10,153.0,743.6,298.4,977.99
18.70,298.37,40.533,7.593,-7.566,4.883,0.7895,1924.35,348.22,154.6,747.3,298.4,977.78
18.80,298.37,40.529,7.596,-7.569,4.876,0.7897,1924.55,348.33,156.2,751.0,298.4,977.57
18.90,298.37,40.525,7.598,-7.571,4.869,0.7899,1924.72,348.43,157.8,754.7,298.4,977.35
19.00,298.37,40.520,7.600,-7.573,4.862,0.7900,1924.85,348.52,159.5,758.4,298.4,977.14
19.10,298.37,40.516,7.602,-7.576,4.855,0.7902,1924.90,348.58,161.1,762.1,298.4,976.93
19.20,298.37,40.511,7.601,-7.576,4.848,0.7904,1924.32,348.46,162.8,765.8,298.4,976.72
19.30,298.37,40.507,7.601,-7.575,4.841,0.7906,1923.74,348.33,164.4,769.5,298.4,976.51
19.40,298.37,40.503,7.600,-7.575,4.834,0.7907,1923.23,348.22,166.1,773.2,298.4,976.31
19.50,298.37,40.499,7.600,-7.574,4.827,0.7909,1922.80,348.14,167.8,776.9,298.4,976.11
19.60,298.37,40.495,7.603,-7.576,4.821,0.7910,1923.03,348.26,169.5,780.6,298.4,975.91
19.70,298.37,40.491,7.605,-7.579,4.814,0.7912,1923.34,348.39,171.2,784.3,298.4,975.72
19.80,298.37,40.486,7.608,-7.582,4.807,0.7914,1923.59,348.51,172.9,787.9,298.4,975.52
19.90,298.37,40.482,7.610,-7.585,4.801,0.7915,1923.78,348.62,174.6,791.6,298.4,975.32
20.00,298.37,40.478,7.612,-7.587,4.794,0.7917,1923.92,348.71,176.3,795.3,298.4,975.12
20.10,298.37,40.474,7.614,-7.590,4.788,0.7919,1924.02,348.78,178.0,798.9,298.4,974.92
20.20,298.37,40.470,7.616,-7.593,4.782,0.7920,1924.07,348.84,179.7,802.6,298.4,974.72
20.30,298.37,40.466,7.618,-7.595,4.776,0.7922,1924.09,348.90,181.5,806.3,298.4,974.52
20.40,298.37,40.462,7.619,-7.598,4.770,0.7924,1924.09,348.94,183.2,809.9,298.4,974.33
20.50,298.37,40.458,7.620,-7.599,4.764,0.7925,1923.91,348.93,184.9,813.6,298.4,974.13
20.60,298.37,40.454,7.619,-7.599,4.758,0.7927,1923.20,348.77,186.7,817.2,298.4,973.93
20.70,298.37,40.450,7.618,-7.597,4.752,0.7928,1922.55,348.61,188.5,820.8,298.4,973.74
20.80,298.37,40.446,7.619,-7.598,4.746,0.7930,1922.41,348.62,190.2,824.5,298.4,973.56
20.90,298.37,40.442,7.621,-7.599,4.740,0.7931,1922.61,348.72,192.0,828.1,298.4,973.37
21.00,298.37,40.438,7.623,-7.601,4.734,0.7933,1922.79,348.82,193.8,831.7,298.4,973.19
21.10,298.37,40.434,7.625,-7.603,4.728,0.7934,1922.96,348.91,195.6,835.4,298.4,973.01
21.20,298.37,40.430,7.627,-7.605,4.722,0.7936,1923.10,348.99,197.4,839.0,298.4,972.82
21.30,298.37,40.427,7.629,-7.606,4.716,0.7937,1923.23,349.08,199.2,842.6,298.4,972.64
21.40,298.37,40.423,7.631,-7.608,4.710,0.7939,1923.33,349.15,201.0,846.2,298.4,972.45
21.50,298.37,40.419,7.633,-7.610,4.704,0.7940,1923.43,349.22,202.8,849.8,298.4,972.27
21.60,298.37,40.415,7.635,-7.611,4.698,0.7942,1923.50,349.29,204.6,853.4,298.4,972.08
21.70,298.37,40.411,7.636,-7.613,4.692,0.7944,1923.57,349.35,206.5,857.0,298.4,971.89
21.80,298.37,40.407,7.638,-7.615,4.685,0.7945,1923.62,349.41,208.3,860.6,298.4,971.71
21.90,298.37,40.403,7.640,-7.616,4.679,0.7947,1923.67,349.47,210.1,864.2,298.4,971.52
22.00,298.37,40.400,7.641,-7.618,4.673,0.7948,1923.70,349.52,212.0,867.8,298.4,971.34
22.10,298.37,40.396,7.641,-7.618,4.666,0.7950,1923.17,349.40,213.8,871.4,298.4,971.15
22.20,298.37,40.392,7.640,-7.617,4.659,0.7951,1922.54,349.26,215.7,875.0,298.4,970.97
22.30,298.37,40.388,7.639,-7.615,4.653,0.7953,1922.00,349.14,217.6,878.6,298.4,970.80
22.40,298.37,40.385,7.640,-7.616,4.646,0.7954,1921.89,349.14,219.5,882.1,298.4,970.63
22.50,298.37,40.381,7.642,-7.617,4.640,0.7955,1922.18,349.27,221.4,885.7,298.4,970.46
22.60,298.37,40.378,7.645,-7.620,4.633,0.7957,1922.45,349.39,223.2,889.3,298.4,970.29
22.70,298.37,40.374,7.647,-7.622,4.627,0.7958,1922.67,349.50,225.1,892.8,298.4,970.11
22.80,298.37,40.370,7.649,-7.624,4.620,0.7960,1922.84,349.59,227.1,896.4,298.4,969.94
22.90,298.37,40.367,7.651,-7.626,4.614,0.7961,1922.98,349.67,229.0,900.0,298.4,969.77
23.00,298.36,40.363,7.653,-7.629,4.607,0.7963,1923.08,349.74,230.9,903.5,298.4,969.59
23.10,298.36,40.360,7.654,-7.631,4.601,0.7964,1923.14,349.80,232.8,907.1,298.4,969.42
23.20,298.36,40.356,7.656,-7.633,4.595,0.7965,1923.18,349.85,234.7,910.6,298.4,969.24
23.30,298.36,40.352,7.657,-7.636,4.588,0.7967,1923.18,349.90,236.7,914.1,298.4,969.07
23.40,298.36,40.349,7.656,-7.635,4.582,0.7968,1922.62,349.77,238.6,917.7,298.4,968.90
23.50,298.36,40.345,7.655,-7.634,4.576,0.7970,1921.95,349.61,240.6,921.2,298.4,968.73
23.60,298.36,40.342,7.654,-7.633,4.570,0.7971,1921.37,349.47,242.5,924.7,298.4,968.56
23.70,298.36,40.339,7.655,-7.634,4.564,0.7972,1921.43,349.53,244.5,928.3,298.4,968.40
23.80,298.36,40.335,7.658,-7.636,4.558,0.7974,1921.66,349.63,246.5,931.8,298.4,968.25
23.90,298.36,40.332,7.660,-7.638,4.552,0.7975,1921.85,349.73,248.5,935.3,298.4,968.09
24.00,298.36,40.329,7.662,-7.640,4.547,0.7976,1922.02,349.82,250.4,938.8,298.4,967.93
24.10,298.36,40.325,7.663,-7.642,4.541,0.7978,1922.16,349.90,252.4,942.3,298.4,967.76
24.20,298.36,40.322,7.665,-7.643,4.535,0.7979,1922.27,349.97,254.4,945.8,298.4,967.60
24.30,298.36,40.318,7.667,-7.645,4.529,0.7980,1922.36,350.03,256.4,949.3,298.4,967.44
24.40,298.36,40.315,7.668,-7.647,4.523,0.7982,1922.44,350.09,258.5,952.8,298.4,967.28
24.50,298.36,40.312,7.670,-7.649,4.517,0.7983,1922.49,350.15,260.5,956.3,298.4,967.12
24.60,298.36,40.308,7.671,-7.650,4.511,0.7984,1922.54,350.20,262.5,959.8,298.4,966.96
